S.no,Menu,Questions,Query,Table name,Result & Answer Format,Question with Facility Code
205,Workorder Parts,What is the replacement reason of parts for work order CHINP-WO0389244?,"SELECT workorder_spareparts_partname, workorder_spareparts_replacementreason FROM ai.workorder_spareparts 
JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workorder_id 
where COALESCE(workorder_spareparts_reservationid, '') NOT IN ('', '0') and workorder_id = 'CHINP-WO0389244' 
and workorder_facility_code in ('1011- CBU-STC-001');","workordermasterdetails, workorder_spareparts","The following spare parts were recorded for the given Work Order, along with their corresponding replacement reasons:

1st Part: 25 NB CS Nipple – replace due to damage

2nd Part: blade, 12 edge, ATAP-PD-TBR-CS-M-003, 98mm – blade blended","#User Facility#
['1011- CBU-STC-001']

User Query: What is the replacement reason of parts for work order CHINP-WO0389244?"
206,Workorder Parts,What is the GL Code of parts for work order CHINP-WO0389244?,"SELECT workorder_spareparts_partname,workorder_spareparts_glcode FROM ai.workorder_spareparts 
JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workorder_id 
where COALESCE(workorder_spareparts_reservationid, '') NOT IN ('', '0') and workorder_id = 'CHINP-WO0389244' 
and workorder_facility_code in ('1011- CBU-STC-001');","workordermasterdetails, workorder_spareparts","The following spare parts were recorded for the given Work Order, along with their corresponding GL codes:

1st Part: 25 NB CS Nipple – L004
2nd Part: blade,12 edge,ATAP-PD-TBR-CS-M-003,98mm – L002","#User Facility#
['1011- CBU-STC-001']

User Query: What is the GL Code of parts for work order CHINP-WO0389244?"
207,Workorder Vendor,How many work order is not mapped with or without any vendor?,"SELECT
    wmd.workorder_facility_code,
    COUNT(CASE WHEN wv.workorder_vendor_name IS NOT NULL THEN 1 END) AS mapped_with_vendor,
    COUNT(CASE WHEN wv.workorder_vendor_name IS NULL THEN 1 END) AS without_vendor
FROM ai.workordermasterdetails wmd
LEFT JOIN ai.workorder_vendor wv
    ON wmd.workorder_id = wv.workorder_vendor_workorder_id 
WHERE wmd.workorder_facility_code IN ('1011-UTIL-VEN-EXF', '1011- PCR-TBM-003')
GROUP BY wmd.workorder_facility_code;","workordermasterdetails, workorder_vendor","In facility 1011- PCR-TBM-003, there are 2 work orders mapped with a vendor and 6,710 work orders not mapped with any vendor.
In facility 1011-UTIL-VEN-EXF, there are 2 work orders mapped with a vendor and 4,485 work orders not mapped with any vendor.","#User Facility#
['1011-UTIL-VEN-EXF', '1011- PCR-TBM-003']

User Query: How many work order is not mapped with or without any vendor?"
208,Workorder Vendor,What are the different types of vendor with count used in work orders?,"SELECT workorder_vendor_type, COUNT(*) AS work_order_count 
FROM ai.workorder_vendor left join ai.workordermasterdetails on workorder_vendor_workorder_id = workorder_id 
where workorder_facility_code IN ('1011-UTIL-VEN-EXF', '1011- PCR-TBM-003') 
GROUP BY workorder_vendor_type;","workordermasterdetails, workorder_vendor","Type: ""AMC"", Work Orders: 30
Type: ""Maintenance"", Work Orders: 20","#User Facility#
['1011-UTIL-VEN-EXF', '1011- PCR-TBM-003']

User Query: What are the different types of vendor with count used in work orders?"
209,Work Order,Provide the count of work orders by status.,"SELECT workorder_status, COUNT(*) AS total_workorders 
FROM ai.workordermasterdetails 
where workorder_facility_code IN ('1011-UTIL-VEN-EXF', '1011- PCR-TBM-003') 
GROUP BY workorder_status ORDER BY total_workorders DESC",workordermasterdetails,"There are 6,012 work orders with status ""Completed"", 5,133 work orders with status ""Initiated"", and 54 work orders with status ""Cancelled"".","#User Facility#
['1011-UTIL-VEN-EXF', '1011- PCR-TBM-003']

User Query: Provide the count of work orders by status."
210,Workorder Vendor,How many vendors involved in work orders had their contracts expired before the work order completion?,"SELECT 
    workorder_vendor_name, COUNT(workorder_vendor_name) AS expired_vendor_count
FROM 
    ai.workorder_vendor 
LEFT JOIN 
    ai.workordermasterdetails 
    ON workorder_vendor_workorder_id = workorder_id 
WHERE 
    workorder_facility_code IN ('1011-UTIL-VEN-EXF', '1011- PCR-TBM-003')
    AND workorder_vendor_expiry_date IS NOT NULL
    AND workorder_vendor_expiry_date != ''
    AND workorder_completeddate IS NOT NULL
    AND workorder_vendor_expiry_date::date < workorder_completeddate::date
group by  workorder_vendor_name;","workordermasterdetails, workorder_vendor","Vendor Name: ""Vendor I"" has expired once before completing work order","#User Facility#
['1011-UTIL-VEN-EXF', '1011- PCR-TBM-003']

User Query: How many vendors involved in work orders had their contracts expired before the work order completion?"
211,Workorder Vendor,How many work order with empty tracker ID of vendors?,"SELECT COUNT(*) AS workorders_with_empty_vendor_tracking_id
FROM ai.workorder_vendor left join ai.workordermasterdetails on workorder_vendor_workorder_id = workorder_id 
where workorder_facility_code IN ('1011-UTIL-VEN-EXF', '1011- PCR-TBM-003') and coalesce(workorder_vendor_name,'')!=''
AND COALESCE(workorder_vendor_tracking_id, '') = '' ;","workordermasterdetails, workorder_vendor",No work order with empty vendor tracker ID,"#User Facility#
['1011-UTIL-VEN-EXF', '1011- PCR-TBM-003']

User Query: How many work order with empty tracker ID of vendors?"
212,Work Order,Find all scheduled work orders that are currently open.,"SELECT workorder_id, workorder_equipment_code 
FROM ai.workordermasterdetails 
where workorder_facility_code IN ('1007-PCRC-CUR-TR1', '1007-PCRC-CUR-TR2') 
and workorder_is_createdfrom ilike 'sm' 
AND LOWER(workorder_status) NOT IN ('closed', 'completed', 'cancelled');",workordermasterdetails,"WO01050131 at facility 1007-PCRC-CUR-TR1

WO0740457 at facility 1007-PCRC-CUR-TR2

WO0779114 and WO0981558 (equipment: 10005166) at facility 1007-PCRC-CUR-TR1

WO0637781 (equipment: 10005167) at facility 1007-PCRC-CUR-TR1

WO01073778 (equipment: 10005168) at facility 1007-PCRC-CUR-TR1","#User Facility#
['1007-PCRC-CUR-TR1', '1007-PCRC-CUR-TR2']

User Query: Find all scheduled work orders that are currently open."
213,Work Order,"How many work orders have been open since April 1st, 2025?","SELECT workorder_id, workorder_equipment_code,workorder_facility_code 
FROM ai.workordermasterdetails 
where workorder_facility_code IN ('1007-PCRC-CUR-TR1', '1007-PCRC-CUR-TR2') 
and workorder_createdtime::date <= '2025-04-01' 
AND LOWER(workorder_status) NOT IN ('closed', 'completed', 'cancelled');",workordermasterdetails,"Work orders WO0967302, WO01048225, and WO01035151 are open at facility 1007-PCRC-CUR-TR1.
Work orders WO0966333 and WO0637781 (equipment: 10005167) are open at facility 1007-PCRC-CUR-TR1.
Work order WO01073778 (equipment: 10005168) is open at facility 1007-PCRC-CUR-TR1.
Work order WO0739218 (equipment: 10006007) is open at facility 1007-PCRC-CUR-TR1.
Work order WO0967302 is also listed at facility 1007-PCRC-CUR-TR2 without equipment code.","#User Facility#
['1007-PCRC-CUR-TR1', '1007-PCRC-CUR-TR2']

User Query: How many work orders have been open since April 1st, 2025?"
214,Workorder Safety Permit,How many work orders have more than one safety permit associated with them?,"SELECT COUNT(*) AS work_orders_with_multiple_permits
FROM (
SELECT workorder_safety_permit_workorder_id
FROM ai.workorder_safety_permit
inner join ai.workordermasterdetails on
workorder_safety_permit_workorder_id = workorder_id
where
workorder_facility_code in ('1011-UTIL-VEN-EXF', '1011- PCR-TBM-003')
GROUP BY workorder_safety_permit_workorder_id
HAVinG COUNT(*) > 1
) subquery;","workordermasterdetails, workorder_safety_permit",No work orders have more than one safety permit associated with them?,"#User Facility#
['1011-UTIL-VEN-EXF', '1011- PCR-TBM-003']

User Query: How many work orders have more than one safety permit associated with them?"
215,Work Order,How many PM work orders have been pending for approval?,"SELECT count(*)
FROM ai.workordermasterdetails 
where workorder_is_createdfrom ilike 'sm' 
and coalesce(workorder_pm_approvalstatus,'')!=''
and workorder_pm_approvalstatus not in ('Approved', 'Rejected') 
and workorder_facility_code IN ('1007-PCRC-CUR-TR1', '1007-PCRC-CUR-TR2');",workordermasterdetails,There are 18 work orders pending approval.,"#User Facility#
['1007-PCRC-CUR-TR1', '1007-PCRC-CUR-TR2']

User Query: How many PM work orders have been pending for approval?"
216,Workorder Preventive and Corrective action,How many work orders involved both preventive and corrective actions assigned to different individuals?,"SELECT workorder_facility_code,count(*)
FROM ai.workorder_rca_preventive_action p  
Join ai.workordermasterdetails w ON w.workorder_id = p.workorder_rca_preventive_action_reference_workorder_id 
Join ai.workorder_rca_corrective_action c ON workorder_id = c.workorder_rca_corrective_action_reference_workorder_id
WHERE p.workorder_rca_preventive_action_responsibility IS NOT NULL
AND c.workorder_rca_corrective_action_responsibility IS NOT NULL
AND p.workorder_rca_preventive_action_responsibility != c.workorder_rca_corrective_action_responsibility 
AND w.workorder_facility_code in ('1004-DIVA-EXT-DUE')
GROUP BY w.workorder_facility_code;","workordermasterdetails, workorder_rca_preventive_action, workorder_rca_corrective_action","In facility 1004-DIVA-EXT-DUE, there are 2 work orders where both preventive and corrective actions were assigned to different individuals.","#User Facility#
['1004-DIVA-EXT-DUE']

User Query: How many work orders involved both preventive and corrective actions assigned to different individuals?"
217,Work Order,How many work orders approved by 'Pradeep' user.,"SELECT count(*)
FROM ai.workordermasterdetails 
where workorder_is_createdfrom ilike 'sm' 
and coalesce(workorder_pm_approvalstatus,'')!=''
and workorder_pm_approvalstatus in ('Approved')
and workorder_pm_approver ilike ('%pradeep%')
and workorder_facility_code IN ('1007-PCRC-CUR-TR1', '1007-PCRC-CUR-TR2');",workordermasterdetails,40 work orders approved by 'Pradeep' user.,"#User Facility#
['1007-PCRC-CUR-TR1', '1007-PCRC-CUR-TR2']

User Query: How many work orders approved by 'Pradeep' user."
218,Work Order,Which is the latest Work Order?,select workorder_id from ai.workordermasterdetails where workorder_facility_code in ('ATC-GJ') order by workorder_createdtime desc limit 1,workordermasterdetails,WO000112,"#User Facility#
['ATC-GJ']

User Query: Which is the latest Work Order?"
219,Work Order,What is the lost hours for WO000112 Work Order?,"SELECT workorder_id,
CASE WHEN (workorder_equipment_ontime IS NULL OR workorder_equipment_ontime::TEXT = '') AND (workorder_equipment_offtime IS NULL OR workorder_equipment_offtime::TEXT = '') THEN 'No lost hours' WHEN workorder_equipment_ontime IS NULL OR workorder_equipment_ontime::TEXT = '' THEN 'Machine not switched on' WHEN workorder_equipment_losthours_text IS NOT NULL THEN workorder_equipment_losthours_text::TEXT ELSE ROUND((EXTRACT(EPOCH FROM (workorder_equipment_ontime - workorder_equipment_offtime)) / 3600.0)::numeric, 2)::TEXT
END AS equipment_lost_hours_or_note
FROM (
SELECT workorder_id,
workorder_equipment_offtime,
workorder_equipment_ontime,
NULLIF(workorder_equipment_losthours::TEXT, '') AS workorder_equipment_losthours_text
FROM ai.workordermasterdetails
WHERE workorder_id IN ('WO000112')
AND workorder_facility_code in ('ATC-GJ')
) AS sub;",workordermasterdetails,0.016666667,"#User Facility#
['ATC-GJ']

User Query: What is the lost hours for WO000112 Work Order?"
220,Work Order,How many open Work Orders are there?,"select COUNT(*) from ai.workordermasterdetails w where workorder_facility_code in ('ATC-GJ') and workorder_status not in ('Closed','Completed','Cancelled')",workordermasterdetails,627,"#User Facility#
['ATC-GJ']

User Query: How many open Work Orders are there?"
221,Work Order,How many Preventive Work Orders are still pending?,"select COUNT(*) from ai.workordermasterdetails w where workorder_facility_code in ('ATC-GJ') and workorder_status not in ('Closed','Completed','Cancelled') and workorder_type = 'Preventive'",workordermasterdetails,141,"#User Facility#
['ATC-GJ']

User Query: How many Preventive Work Orders are still pending?"
222,Work Order,Which equipment has the highest number of open Work Orders ?,"select workorder_equipment_name,workorder_equipment_code,COUNT(workorder_equipment_code) from ai.workordermasterdetails w where workorder_facility_code in ('ATC-GJ') and workorder_status not in ('Closed','Completed','Cancelled') and workorder_equipment_code !='' group by workorder_equipment_name,workorder_equipment_code order by 3 desc limit 1;",workordermasterdetails,"workorder_equipment_name workorder_equipment_code count
 Tire Inspection Machine-1 North Pit 10000741 9","#User Facility#
['ATC-GJ']

User Query: Which equipment has the highest number of open Work Orders ?"
223,Workorder Parts,List the parts used in ATC-GJ-WO041547 Work Order.,SELECT workorder_spareparts_partname FROM ai.workorder_spareparts JOin ai.workordermasterdetails ON workorder_spareparts_workorder_id = workorder_id WHERE workorder_spareparts_workorder_id = 'ATC-GJ-WO041547' AND workorder_facility_code in ('ATC-GJ');,"workordermasterdetails, workorder_spareparts","workorder_spareparts_partname
 MS WELDING ELECTRODE 3.15X450mm, E-6013
 BRAKE PAD FOR KATEEL KA-PA-150 DISC BRAK 
 MS WELDING ELECTRODE 3.15X350mm, E-6013","#User Facility#
['ATC-GJ']

User Query: List the parts used in ATC-GJ-WO041547 Work Order."
224,Workorder Parts,Which part is consumed the most in Work Orders?,"SELECT ws.workorder_spareparts_partname, SUM(ws.workorder_spareparts_quantity::numeric) AS total_quantity_consumed
 FROM ai.workordermasterdetails wom
 JOIN ai.workorder_spareparts ws ON wom.workorder_id = ws.workorder_spareparts_workorder_id
 WHERE wom.workorder_facility_code IN ('ATC-GJ')
 GROUP BY ws.workorder_spareparts_partname
 ORDER BY total_quantity_consumed desc LIMIT 1;","workordermasterdetails, workorder_spareparts","The most consumed parts in work orders are Grease, Lubricant Oil, and Cotton Waste, with a total count of 7996.","#User Facility#
['ATC-GJ']

User Query: Which part is consumed the most in Work Orders?"
225,Parts Master,What is the total number of spare parts in the store?,"SELECT count(*),spareparts_store_wise_stock_store_code
 FROM ai.spareparts_store_wise_stock
 JOIN ai.spareparts_master ws ON spareparts_store_wise_stock_part_code = ws.spareparts_part_code 
 WHERE spareparts_store_wise_stock_store_code in ('1001-STGS','1002-STGS')
 group by spareparts_store_wise_stock_store_code;","spareparts_store_wise_stock, spareparts_master","21	1001-STGS
43	1002-STGS","#User Facility#
['1001-STGS', '1002-STGS']

User Query: What is the total number of spare parts in the store?"
226,Parts Master,Retrieve the most and least expensive spare parts.,"SELECT *
FROM (
SELECT ws.spareparts_part_name,
ws.spareparts_part_code,
s.spareparts_store_wise_stock_available_quantity,
s.spareparts_store_wise_stock_last_price,
s.spareparts_store_wise_stock_store_code,
RANK() OVER (ORDER BY s.spareparts_store_wise_stock_last_price DESC) AS price_rank_desc,
RANK() OVER (ORDER BY s.spareparts_store_wise_stock_last_price ASC) AS price_rank_asc
FROM ai.spareparts_store_wise_stock s
JOIN ai.spareparts_master ws ON s.spareparts_store_wise_stock_part_code = ws.spareparts_part_code
WHERE s.spareparts_store_wise_stock_store_code in ('ATC-GJ') and
s.spareparts_store_wise_stock_last_price <> 0
) ranked_parts
where price_rank_asc = 1 or price_rank_desc = 1;","spareparts_store_wise_stock, spareparts_master","spareparts_part_name spareparts_part_code spareparts_store_wise_stock_available_quantity spareparts_store_wise_stock_last_price spareparts_store_wise_stock_store_code price_rank_desc price_rank_asc
 FULL LINK 5-8"" DUPLEX ROLLER CHAIN 10A-2 2016951 0 1.00 ATC-GJ-STOR 4 1
 STEAM HOSE 1.5""X60"" WITH BOTH END HAVING 2009503 0 5579.00 ATC-GJ-STOR 1 3
 STEAM HOSE 1.5""X60"" WITH BOTH END HAVING 2009503 0 5579.00 ATC-GJ-STOR 1 3","#User Facility#
['ATC-GJ']

User Query: Retrieve the most and least expensive spare parts."
227,Workorder Parts,What is the total cost of spare parts consumed last month?,"SELECT sum(workorder_spareparts_quantity::numeric * workorder_spareparts_unitprice::numeric) as cost FROM ai.spareparts_store_wise_stock
 JOIN ai.workorder_spareparts ws ON spareparts_store_wise_stock_part_code = ws.workorder_spareparts_partcode 
 WHERE spareparts_store_wise_stock_store_code in ('ATC-GJ') and workorder_spareparts_createdtime >= CURRENT_DATE - INTERVAL '1 month';","spareparts_store_wise_stock, workorder_spareparts",4,"#User Facility#
['ATC-GJ']

User Query: What is the total cost of spare parts consumed last month?"
228,Work Order,Check the list of users associated with ATC-GJ-WO035950 WO.,"select m.workorder_owner,m.workorder_equipment_owner,m.workorder_requestedby,workorder_assignee_name,workorder_checklist_taskdescription,workorder_checklist_assignedto,m.workorder_completedby from ai.workorder_checklist c join ai.workordermasterdetails m on m.workorder_id = c.workorder_checklist_workorder_id
 join ai.workorder_assignee wa on m.workorder_id = wa.workorder_assignee_workorder_id
 where workorder_facility_code in ('ATC-GJ') and m.workorder_id = 'ATC-GJ-WO035950'","workorder_checklist, workordermasterdetails, workorder_assignee ","workorder_owner workorder_equipment_owner workorder_requestedby workorder_assignee_name workorder_checklist_taskdescription workorder_checklist_assignedto workorder_completedby
 PRABHAT KUMAR PARIA Sripathy Sripathy Jay Parekh replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Jay Parekh replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Dinesh Bhamre replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Dinesh Bhamre replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Jay Parekh replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Jay Parekh replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Dinesh Bhamre replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Dinesh Bhamre replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Jay Parekh replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Jay Parekh replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Dinesh Bhamre replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA
 PRABHAT KUMAR PARIA Sripathy Sripathy Dinesh Bhamre replace faulty hydraulic components, recalibrating the temperature and control units, and realigning the press. PRABHAT KUMAR PARIA PRABHAT KUMAR PARIA","#User Facility#
['ATC-GJ']

User Query: Check the list of users associated with ATC-GJ-WO035950 WO."
229,Workorder RCA,"How many Work Orders with completed RCA have been reopened, based on the Work Order details?","select count(*) from ai.workordermasterdetails m
 where workorder_facility_code in ('ATC-GJ') and m.workorder_has_rca_mandatory ='t' and m.workorder_is_rca_completed ='f' and m.workorder_rca_completeddate is not null",workordermasterdetails,4,"#User Facility#
['ATC-GJ']

User Query: How many Work Orders with completed RCA have been reopened, based on the Work Order details?"
230,Workorder Parts,"Get the WO Owner, Nature of Work, and list of parts used for ATC-GJ-WO000102 Work Order.","select workorder_id,workorder_owner,workorder_natureofissue,ws.workorder_spareparts_partname from ai.workordermasterdetails join ai.workorder_spareparts ws on workorder_id = ws.workorder_spareparts_workorder_id
 where workorder_id ='ATC-GJ-WO008140' and workorder_spareparts_activestatus ='t' and workorder_facility_code in ('ATC-GJ')","workordermasterdetails, workorder_spareparts","workorder_id workorder_owner workorder_natureofissue workorder_spareparts_partname 
 
 ATC-GJ-WO008140 HIMANSU BHUSAN PARIDA Engineering (EEI and Mech) SEAL KIT,AIR CYLINDER CP96SB125-250C,SMC","#User Facility#
['ATC-GJ']

User Query: Get the WO Owner, Nature of Work, and list of parts used for ATC-GJ-WO000102 Work Order."
231,Workorder Safety Permit,What percentage of work orders do not require a safety permit?,"SELECT 
    CASE 
        WHEN COUNT(DISTINCT workorder_safety_permit_workorder_id) = 0 THEN 0
        ELSE 
            ((COUNT(DISTINCT wmd.workorder_id) - COUNT(DISTINCT wsp.workorder_safety_permit_workorder_id)) * 100.0 
            / COUNT(DISTINCT wmd.workorder_id))
    END AS percentage_without_permits
FROM ai.workordermasterdetails wmd
LEFT JOIN ai.workorder_safety_permit wsp 
    ON wmd.workorder_id = wsp.workorder_safety_permit_workorder_id 
WHERE wmd.workorder_facility_code IN ('SRP-DC');","workordermasterdetails, workorder_safety_permit",100 percentage of work orders do not require a safety permit.,"#User Facility#
['SRP-DC']

User Query: What percentage of work orders do not require a safety permit?"
232,Workorder Parts,Which is the Highly consumed parts?,"SELECT 
    workorder_spareparts_partname, 
    SUM(workorder_spareparts_quantity::numeric) AS total_quantity
FROM 
    ai.workorder_spareparts sp
LEFT JOIN 
    ai.workordermasterdetails wmd 
    ON sp.workorder_spareparts_workorder_id = wmd.workorder_id
 WHERE 
     workorder_facility_code IN ('MYS-WPB-PKG','MYS-WPB-MIX') -- Uncomment if needed
GROUP BY 
    workorder_spareparts_partname
ORDER BY 
    COUNT(*) DESC
LIMIT 1;","workordermasterdetails, workorder_spareparts",538763.000 quantity of COTTON HAND GLOVES -12 part is the Highly consumed parts.,"#User Facility#
['MYS-WPB-PKG','MYS-WPB-MIX']

User Query: Which is the Highly consumed parts?"
233,Workorder Safety Permit,What are the different types of safety permits used in work orders?,"SELECT 
    workorder_safety_permit_type, 
    COUNT(*) AS permit_count
FROM 
    ai.workorder_safety_permit wsp
INNER JOIN 
    ai.workordermasterdetails wmd 
    ON wsp.workorder_safety_permit_workorder_id = wmd.workorder_id
WHERE 
    wmd.workorder_facility_code IN ('SRP-DC')
GROUP BY 
    workorder_safety_permit_type
ORDER BY 
    permit_count DESC;","workordermasterdetails, workorder_safety_permit","Hot work permit 12
Cold work permit 4
Height work permit 7","#User Facility#
['SRP-DC']

User Query: What are the different types of safety permits used in work orders?"
234,Workorder Preventive and Corrective action,"Which work orders had preventive actions scheduled after ""04/10/19"", and what corrective actions followed?","SELECT DISTINCT w.workorder_id,
p.workorder_rca_preventive_action_activity_description,
p.workorder_rca_preventive_action_targetdate,
c.workorder_rca_corrective_action_activity_description 
FROM ai.workordermasterdetails w
JOin ai.workorder_rca_preventive_action p 
ON w.workorder_id = p.workorder_rca_preventive_action_reference_workorder_id 
JOin ai.workorder_rca_corrective_action c 
ON w.workorder_id = c.workorder_rca_corrective_action_reference_workorder_id 
WHERE p.workorder_rca_preventive_action_targetdate >= '2019-10-04'
AND workorder_facility_code IN ('1004-DIVA-EXT-DUE');","workordermasterdetails, workorder_rca_preventive_action, workorder_rca_corrective_action","workorder_id	workorder_rca_preventive_action_activity_description	workorder_rca_preventive_action_targetdate	workorder_rca_corrective_action_activity_description
KAL-WO002163	Half yearly PM checklist to include CT termination in busbars of SS-E 3.3KV panel check	2023-04-30	Verification of energy data of mixer to be done with LCP panel meter and substation panel meter
KAL-WO021340	Ensure the cylinder bolt tightness is added in the PM checklist	2024-07-31	Register to be designed and fixed
KAL-WO021619	Mill blank sensor with alarm fixing	2024-07-30	Ensure the SOP is followed during the Correction","#User Facility#
['1004-DIVA-EXT-DUE']

User Query: Which work orders had preventive actions scheduled after ""04/10/19"", and what corrective actions followed?"
235,Workorder Preventive and Corrective action,"What were the preventive vs. corrective actions for issues labeled ""sensor""?","SELECT DISTinCT w.workorder_id,
p.workorder_rca_preventive_action_activity_description, 
c.workorder_rca_corrective_action_activity_description 
FROM ai.workordermasterdetails w
JOin ai.workorder_rca_preventive_action p 
ON w.workorder_id = p.workorder_rca_preventive_action_reference_workorder_id 
JOin ai.workorder_rca_corrective_action c 
ON w.workorder_id = c.workorder_rca_corrective_action_reference_workorder_id 
WHERE w.workorder_issuesummary ILIKE '%sensor%' 
AND w.workorder_facility_code in ('1007-TBCC-STC');","workordermasterdetails, workorder_rca_preventive_action, workorder_rca_corrective_action","workorder_id	workorder_rca_preventive_action_activity_description	workorder_rca_corrective_action_activity_description
WO0840475	Ensure the cable dressing and drag chain fixing in P.M	Cable routing to be done with metal hose 
WO0840475	Ensure the cable dressing and drag chain fixing in P.M	drag chain and cable to be replace
WO0840475	Ensure the cable dressing and drag chain fixing in P.M	Unwanted cables to be removed and dressing to be done in Wp panel","#User Facility#
['1007-TBCC-STC']

User Query: What were the preventive vs. corrective actions for issues labeled ""sensor""?"
236,Workorder Preventive and Corrective action,"What is the responsibility assigned to ""Meghanath"" for Corrective/Preventive actions in work orders?","SELECT DISTINCT 
    w.workorder_id,
    p.workorder_rca_preventive_action_activity_description, 
    c.workorder_rca_corrective_action_activity_description 
FROM 
    ai.workordermasterdetails w
JOIN 
    ai.workorder_rca_preventive_action p 
    ON w.workorder_id = p.workorder_rca_preventive_action_reference_workorder_id 
JOIN 
    ai.workorder_rca_corrective_action c 
    ON w.workorder_id = c.workorder_rca_corrective_action_reference_workorder_id 
WHERE 
    (p.workorder_rca_preventive_action_responsibility::TEXT = 'Meghanath' 
     OR c.workorder_rca_corrective_action_responsibility::TEXT = 'Meghanath')     
AND 
    w.workorder_facility_code IN ('1004-DIVA-EXT-DUE');","workordermasterdetails, workorder_rca_preventive_action, workorder_rca_corrective_action","workorder_id	workorder_rca_preventive_action_activity_description	workorder_rca_corrective_action_activity_description
WO0594001
WO0594001	To eliminate HW pressure drop during plant running conditions	safety interlock check mechanism 
WO0594001	To eliminate HW pressure drop during plant running conditions	Surge protection device to installed in Power supply unit in MILL control panel","#User Facility#
['1004-DIVA-EXT-DUE']

User Query: What is the responsibility assigned to ""Meghanath"" for Corrective/Preventive actions in work orders?"
237,Workorder Preventive and Corrective action,"Which work orders had preventive actions but either lacked corrective actions, had delayed responses, or target dates?","SELECT
    wom.workorder_id,
    wpa.workorder_rca_preventive_action_activity_description AS preventive_action,
    wpa.workorder_rca_preventive_action_targetdate AS preventive_target_date,
    wca.workorder_rca_corrective_action_activity_description AS corrective_action
FROM 
    ai.workordermasterdetails wom
JOIN 
    ai.workorder_rca_preventive_action wpa 
    ON wom.workorder_id = wpa.workorder_rca_preventive_action_reference_workorder_id 
LEFT JOIN 
    ai.workorder_rca_corrective_action wca 
    ON wom.workorder_id = wca.workorder_rca_corrective_action_reference_workorder_id 
WHERE 
    wpa.workorder_rca_preventive_action_targetdate < CURRENT_DATE
    OR wca.workorder_rca_corrective_action_activity_description IS NULL AND workorder_facility_code IN ('1004-DIVA-EXT-DUE');","workordermasterdetails, workorder_rca_preventive_action, workorder_rca_corrective_action","workorder_id	preventive_action	preventive_target_date	corrective_action
WO0936970	Fan running hours to be monitored	2024-08-31	Fan to be replace 3 years once
WO0936957	To check the Voltage of PC in p.m	2024-08-31	
WO0930499	Periodic replacement of  bed drain pipes once in two years.	2024-09-30	Bed coil tubes 20, 21, 22, 23 & 24 replaced newly","#User Facility#
['1004-DIVA-EXT-DUE']

User Query: Which work orders had preventive actions but either lacked corrective actions, had delayed responses, or target dates?"
